Institución;Solicitud;Estado actual;Fecha de creación;Fecha de vencimiento
Secretaria de Estado en los Despachos de Gobernacion , Justicia, y Descentralizacion (SGJD);SOL-SDHJGD-356-2018;Entregada en plazo;4 de Abril de 2018 a las 15:26;18 de Abril de 2018
Poder Judicial(PJ);SOL-PJ-845-2018;Entregada en plazo;4 de Abril de 2018 a las 22:27;4 de Mayo de 2018
Ministerio Publico (MP);SOL-MP-282-2018;Entregada fuera de plazo;4 de Abril de 2018 a las 22:29;18 de Abril de 2018
Oficina Administradora de Bienes Incautados (OABI);SOL-OABI-27-2018;No respondida;4 de Abril de 2018 a las 22:34;18 de Abril de 2018
Oficina Administradora de Bienes Incautados (OABI);SOL-OABI-28-2018;Entregada en plazo;4 de Abril de 2018 a las 22:37;18 de Abril de 2018
Instituto Nacional de Conservacion y Desarrollo Forestal, Áreas Protegidas y Vida Silvestre (ICF);SOL-ICF-30-2018;Entregada fuera de plazo;5 de Abril de 2018 a las 08:46;23 de Abril de 2018
Agencia de Regulacion Sanitaria (ARSA);SOL-ARSA-45-2018;Entregada fuera de plazo;5 de Abril de 2018 a las 09:02;7 de Mayo de 2018
Servicio de Administracion de Rentas (SAR);SOL-SAR-73-2018;Entregada en plazo;5 de Abril de 2018 a las 09:55;19 de Abril de 2018
Instituto de Acceso a la Informacion Publica (IAIP);SOL-IAIP-267-2018;Entregada en plazo;5 de Abril de 2018 a las 10:48;20 de Abril de 2018
Secretaria de Educacion;SOL-SDE-1541-2018;Entregada fuera de plazo;5 de Abril de 2018 a las 11:25;19 de Abril de 2018
Secretaria de Salud;SOL-SDS-713-2018;Entregada en plazo;5 de Abril de 2018 a las 12:12;7 de Mayo de 2018
Secretaria de Salud;SOL-SDS-714-2018;Entregada en plazo;5 de Abril de 2018 a las 14:20;19 de Abril de 2018
Instituto de la Propiedad (IP);SOL-IP-97-2018;Entregada en plazo;5 de Abril de 2018 a las 14:25;19 de Abril de 2018
Secretaria de Salud;SOL-SDS-715-2018;Entregada en plazo;5 de Abril de 2018 a las 14:37;7 de Mayo de 2018
Instituto Nacional de Conservacion y Desarrollo Forestal, Áreas Protegidas y Vida Silvestre (ICF);SOL-ICF-31-2018;Entregada fuera de plazo;5 de Abril de 2018 a las 14:41;19 de Abril de 2018
Universidad Nacional Autonoma de Honduras (UNAH);SOL-UNAH-539-2018;No respondida;5 de Abril de 2018 a las 15:49;20 de Abril de 2018
Congreso Nacional;SOL-CN-192-2018;No respondida;5 de Abril de 2018 a las 16:08;19 de Abril de 2018
Secretaria de Seguridad;SOL-SSSS-146-2018;No respondida;5 de Abril de 2018 a las 16:20;19 de Abril de 2018
Tribunal Superior de Cuentas (TSC);SOL-TSC-89-2018;Entregada en plazo;5 de Abril de 2018 a las 17:22;19 de Abril de 2018
Congreso Nacional;SOL-CN-193-2018;No respondida;5 de Abril de 2018 a las 18:43;19 de Abril de 2018
Alcaldia Municipal del Distrito Central (AMDC);SOL-AMDC-203-2018;Entregada en plazo;5 de Abril de 2018 a las 18:51;26 de Abril de 2018
Congreso Nacional;SOL-CN-194-2018;No respondida;5 de Abril de 2018 a las 23:02;19 de Abril de 2018
Secretaria de Salud;SOL-SDS-716-2018;Entregada en plazo;6 de Abril de 2018 a las 10:32;20 de Abril de 2018
Universidad Pedagogica Nacional Francisco Morazan (UPNFM);SOL-UPNFM-139-2018;Entregada en plazo;6 de Abril de 2018 a las 12:14;20 de Abril de 2018
Universidad Nacional de Agricultura (UNA);SOL-UNA-25-2018;Entregada en plazo;6 de Abril de 2018 a las 12:16;20 de Abril de 2018
Secretaria de Salud;SOL-SDS-717-2018;Entregada fuera de plazo;6 de Abril de 2018 a las 13:25;20 de Abril de 2018
Tribunal Supremo Electoral (TSE);SOL-TSE-65-2018;Entregada fuera de plazo;6 de Abril de 2018 a las 13:42;20 de Abril de 2018
Alcaldia Municipal del Distrito Central (AMDC);SOL-AMDC-204-2018;Entregada en plazo;6 de Abril de 2018 a las 14:56;27 de Abril de 2018
Instituto de Jubilaciones y Pensiones de los Empleados Publicos (INJUPEMP);SOL-INJUPEMP-54-2018;No respondida;6 de Abril de 2018 a las 15:14;20 de Abril de 2018
Comision para la Promocion de la Alianza Publico-Privada (COALIANZA);SOL-COALIANZA-31-2018;Entregada fuera de plazo;6 de Abril de 2018 a las 16:19;20 de Abril de 2018
Secretaria de Defensa;SOL-SDD-87-2018;Entregada en plazo;6 de Abril de 2018 a las 20:55;7 de Mayo de 2018
Instituto de Prevision del Magisterio (INPREMA);SOL-INPREMA-86-2018;Entregada en plazo;6 de Abril de 2018 a las 23:10;20 de Abril de 2018
Congreso Nacional;SOL-CN-195-2018;No respondida;8 de Abril de 2018 a las 06:17;20 de Abril de 2018
Alcaldia Municipal de Intibuca;SOL-ALINT-10-2018;Entregada fuera de plazo;8 de Abril de 2018 a las 11:36;20 de Abril de 2018
Secretaria de Educacion;SOL-SDE-1542-2018;Entregada fuera de plazo;8 de Abril de 2018 a las 14:42;20 de Abril de 2018
Secretaria de Estado en los Despachos de Gobernacion , Justicia, y Descentralizacion (SGJD);SOL-SDHJGD-357-2018;Entregada en plazo;8 de Abril de 2018 a las 22:32;20 de Abril de 2018
Universidad Nacional Autonoma de Honduras (UNAH);SOL-UNAH-540-2018;No respondida;8 de Abril de 2018 a las 22:33;23 de Abril de 2018
Secretaria de Salud;SOL-SDS-718-2018;Entregada fuera de plazo;9 de Abril de 2018 a las 08:40;23 de Abril de 2018
Instituto Nacional de Migracion;SOL-INM-58-2018;Entregada en plazo;9 de Abril de 2018 a las 08:56;23 de Abril de 2018
Secretaria de Salud;SOL-SDS-719-2018;Entregada en plazo;9 de Abril de 2018 a las 09:03;23 de Abril de 2018
Universidad Nacional Autonoma de Honduras (UNAH);SOL-UNAH-541-2018;No respondida;9 de Abril de 2018 a las 10:17;24 de Abril de 2018
Secretaria de Educacion;SOL-SDE-1543-2018;Entregada fuera de plazo;9 de Abril de 2018 a las 11:50;23 de Abril de 2018
Instituto de la Propiedad (IP);SOL-IP-98-2018;Entregada en plazo;9 de Abril de 2018 a las 13:04;21 de Agosto de 2018
Secretaria de Trabajo y Seguridad Social (STSS);SOL-STSS-79-2018;No respondida;9 de Abril de 2018 a las 13:24;23 de Abril de 2018
Secretaria de Trabajo y Seguridad Social (STSS);SOL-STSS-80-2018;No respondida;9 de Abril de 2018 a las 13:39;23 de Abril de 2018
Secretaria de Salud;SOL-SDS-720-2018;Entregada en plazo;9 de Abril de 2018 a las 13:40;23 de Abril de 2018
Congreso Nacional;SOL-CN-196-2018;No respondida;9 de Abril de 2018 a las 14:40;23 de Abril de 2018
Congreso Nacional;SOL-CN-197-2018;No respondida;9 de Abril de 2018 a las 14:44;23 de Abril de 2018
Congreso Nacional;SOL-CN-198-2018;No respondida;9 de Abril de 2018 a las 14:49;23 de Abril de 2018
Secretaria de Educacion;SOL-SDE-1544-2018;Entregada fuera de plazo;9 de Abril de 2018 a las 16:26;23 de Abril de 2018
Alcaldia Municipal de Puerto Cortes;SOL-ALPCT-35-2018;Entregada en plazo;9 de Abril de 2018 a las 16:32;23 de Abril de 2018
Banco Central de Honduras (BCH);SOL-BCH-74-2018;Entregada fuera de plazo;9 de Abril de 2018 a las 16:56;23 de Abril de 2018
Alcaldia Municipal del Distrito Central (AMDC);SOL-AMDC-205-2018;Entregada en plazo;10 de Abril de 2018 a las 09:24;10 de Mayo de 2018
Secretaria de Salud;SOL-SDS-721-2018;Entregada en plazo;10 de Abril de 2018 a las 09:40;10 de Mayo de 2018
Instituto Nacional de Estadistica (INE);SOL-INE-76-2018;Entregada fuera de plazo;10 de Abril de 2018 a las 10:38;24 de Abril de 2018
Secretaria de Educacion;SOL-SDE-1545-2018;Entregada fuera de plazo;10 de Abril de 2018 a las 11:01;24 de Abril de 2018
Instituto Nacional de Ciencias, Tecnologia y la Innovacion(IHCIETI);SOL-IHCIETI-7-2018;Entregada en plazo;10 de Abril de 2018 a las 11:05;24 de Abril de 2018
Secretaria de Salud;SOL-SDS-722-2018;Entregada en plazo;10 de Abril de 2018 a las 14:52;10 de Mayo de 2018
Instituto de Acceso a la Informacion Publica (IAIP);SOL-IAIP-268-2018;Entregada en plazo;10 de Abril de 2018 a las 15:30;25 de Abril de 2018
Agencia de Regulacion Sanitaria (ARSA);SOL-ARSA-46-2018;Entregada en plazo;10 de Abril de 2018 a las 15:47;24 de Abril de 2018
Secretaria de Educacion;SOL-SDE-1546-2018;Entregada fuera de plazo;10 de Abril de 2018 a las 18:04;24 de Abril de 2018
Universidad Nacional Autonoma de Honduras (UNAH);SOL-UNAH-542-2018;No respondida;10 de Abril de 2018 a las 19:22;25 de Abril de 2018
Cuenta del Desafio del Milenio Honduras (MCA-Honduras);SOL-MCA-HONDURAS-24-2018;Entregada fuera de plazo;10 de Abril de 2018 a las 20:28;24 de Abril de 2018
Instituto Hondureno de Turismo (IHT);SOL-IHT -18-2018;Entregada en plazo;10 de Abril de 2018 a las 20:35;9 de Mayo de 2018
Secretaria de Recursos Naturales y Ambiente (MiAmbiente+);SOL-MIAMBIENTE-78-2018;No respondida;11 de Abril de 2018 a las 07:12;25 de Abril de 2018
Secretaria de Finanzas (SEFIN);SOL-SEFIN-598-2018;Entregada en plazo;11 de Abril de 2018 a las 09:31;25 de Abril de 2018
Patronato Nacional de la Infancia (PANI);SOL-PANI-11-2018;No respondida;11 de Abril de 2018 a las 10:52;25 de Abril de 2018
Secretaria de Salud;SOL-SDS-723-2018;Entregada en plazo;11 de Abril de 2018 a las 11:06;11 de Mayo de 2018
Secretaria de Salud;SOL-SDS-724-2018;Entregada en plazo;11 de Abril de 2018 a las 11:11;11 de Mayo de 2018
Alcaldia Municipal del Distrito Central (AMDC);SOL-AMDC-206-2018;Entregada en plazo;11 de Abril de 2018 a las 11:20;25 de Abril de 2018
Alcaldia Municipal del Distrito Central (AMDC);SOL-AMDC-207-2018;Entregada en plazo;11 de Abril de 2018 a las 11:23;25 de Abril de 2018
Secretaria de Educacion;SOL-SDE-1547-2018;Entregada en plazo;11 de Abril de 2018 a las 13:19;25 de Abril de 2018
Secretaria de Salud;SOL-SDS-725-2018;Entregada fuera de plazo;11 de Abril de 2018 a las 14:02;11 de Mayo de 2018
Secretaria de Salud;SOL-SDS-726-2018;Entregada fuera de plazo;11 de Abril de 2018 a las 14:24;11 de Mayo de 2018
Secretario de Infraestructura y Servicios Publicos (INSEP);SOL-INSEP-47-2018;No respondida;11 de Abril de 2018 a las 16:20;25 de Abril de 2018
Ministerio Publico (MP);SOL-MP-283-2018;Entregada fuera de plazo;11 de Abril de 2018 a las 19:42;25 de Abril de 2018
Universidad Nacional Autonoma de Honduras (UNAH);SOL-UNAH-543-2018;No respondida;12 de Abril de 2018 a las 00:47;27 de Abril de 2018
Banco Hondureno para la Produccion y la Vivienda;SOL-BANHPROVI-14-2018;Entregada fuera de plazo;12 de Abril de 2018 a las 10:29;26 de Abril de 2018
Secretaria de Salud;SOL-SDS-727-2018;Entregada en plazo;12 de Abril de 2018 a las 10:42;26 de Abril de 2018
Secretaria de Estado en los Despachos de Gobernacion , Justicia, y Descentralizacion (SGJD);SOL-SDHJGD-358-2018;Entregada en plazo;12 de Abril de 2018 a las 11:34;26 de Abril de 2018
Secretaria de Salud;SOL-SDS-728-2018;Entregada en plazo;12 de Abril de 2018 a las 11:41;14 de Mayo de 2018
Secretaria de Salud;SOL-SDS-729-2018;Entregada en plazo;12 de Abril de 2018 a las 11:55;26 de Abril de 2018
Secretaria de Salud;SOL-SDS-730-2018;Entregada en plazo;12 de Abril de 2018 a las 12:08;26 de Abril de 2018
Secretaria de Educacion;SOL-SDE-1548-2018;Entregada en plazo;12 de Abril de 2018 a las 13:43;26 de Abril de 2018
Secretaria de Defensa;SOL-SDD-88-2018;Entregada en plazo;12 de Abril de 2018 a las 13:56;14 de Mayo de 2018
Empresa Nacional Portuaria (ENP);SOL-ENP-45-2018;No respondida;12 de Abril de 2018 a las 18:58;26 de Abril de 2018
Empresa Nacional Portuaria (ENP);SOL-ENP-46-2018;No respondida;12 de Abril de 2018 a las 19:07;26 de Abril de 2018
Empresa Nacional Portuaria (ENP);SOL-ENP-47-2018;No respondida;12 de Abril de 2018 a las 19:09;26 de Abril de 2018
Empresa Nacional Portuaria (ENP);SOL-ENP-48-2018;No respondida;12 de Abril de 2018 a las 19:19;26 de Abril de 2018
Empresa Nacional Portuaria (ENP);SOL-ENP-49-2018;No respondida;12 de Abril de 2018 a las 19:22;26 de Abril de 2018
Empresa Nacional Portuaria (ENP);SOL-ENP-50-2018;No respondida;12 de Abril de 2018 a las 19:24;26 de Abril de 2018
Colegio de Abogados de Honduras;SOL-CAH-39-2018;No respondida;12 de Abril de 2018 a las 20:08;26 de Abril de 2018
Secretaria de Finanzas (SEFIN);SOL-SEFIN-599-2018;Entregada en plazo;12 de Abril de 2018 a las 23:55;26 de Abril de 2018
Secretaria de Educacion;SOL-SDE-1549-2018;Entregada en plazo;13 de Abril de 2018 a las 08:13;27 de Abril de 2018
Secretaria de Salud;SOL-SDS-731-2018;Entregada en plazo;13 de Abril de 2018 a las 09:11;15 de Mayo de 2018
Agencia de Regulacion Sanitaria (ARSA);SOL-ARSA-47-2018;Entregada en plazo;13 de Abril de 2018 a las 09:50;27 de Abril de 2018
Alcaldia Municipal del Distrito Central (AMDC);SOL-AMDC-208-2018;Entregada en plazo;13 de Abril de 2018 a las 10:36;9 de Mayo de 2018
Tribunal Superior de Cuentas (TSC);SOL-TSC-90-2018;Entregada fuera de plazo;13 de Abril de 2018 a las 10:48;27 de Abril de 2018
Secretaria de Finanzas (SEFIN);SOL-SEFIN-600-2018;Entregada en plazo;13 de Abril de 2018 a las 16:38;27 de Abril de 2018
Alcaldia Municipal del Distrito Central (AMDC);SOL-AMDC-209-2018;Entregada en plazo;13 de Abril de 2018 a las 16:54;10 de Mayo de 2018
Secretaria de Relaciones Exteriores (SRE);SOL-SRE-149-2018;Entregada fuera de plazo;13 de Abril de 2018 a las 17:19;27 de Abril de 2018
Secretaria de Salud;SOL-SDS-732-2018;Entregada en plazo;13 de Abril de 2018 a las 19:02;27 de Abril de 2018
Alcaldia Municipal del Distrito Central (AMDC);SOL-AMDC-210-2018;Entregada en plazo;13 de Abril de 2018 a las 19:04;9 de Mayo de 2018
Instituto Hondureno de Seguridad Social (IHSS);SOL-IHSS-79-2018;Entregada en plazo;13 de Abril de 2018 a las 19:29;27 de Abril de 2018
Universidad Nacional Autonoma de Honduras (UNAH);SOL-UNAH-544-2018;No respondida;14 de Abril de 2018 a las 14:11;27 de Abril de 2018
Secretaria de Salud;SOL-SDS-733-2018;Entregada en plazo;15 de Abril de 2018 a las 05:49;15 de Mayo de 2018
Universidad Nacional Autonoma de Honduras (UNAH);SOL-UNAH-545-2018;No respondida;16 de Abril de 2018 a las 09:33;2 de Mayo de 2018
Agencia Hondurena de Aeronautica Civil;SOL-AHAC-17-2018;Entregada en plazo;16 de Abril de 2018 a las 09:51;10 de Mayo de 2018
Empresa Nacional de Energia Electrica (ENEE);SOL-ENEE-102-2018;Entregada en plazo;16 de Abril de 2018 a las 10:33;16 de Mayo de 2018
Secretaria de Finanzas (SEFIN);SOL-SEFIN-601-2018;Entregada en plazo;16 de Abril de 2018 a las 10:50;2 de Mayo de 2018
Ministerio Publico (MP);SOL-MP-284-2018;Entregada fuera de plazo;16 de Abril de 2018 a las 10:51;2 de Mayo de 2018
Ministerio Publico (MP);SOL-MP-285-2018;Entregada fuera de plazo;16 de Abril de 2018 a las 10:52;2 de Mayo de 2018
Secretaria de Salud;SOL-SDS-734-2018;Entregada en plazo;16 de Abril de 2018 a las 11:41;2 de Mayo de 2018
Secretaria de Educacion;SOL-SDE-1550-2018;Entregada fuera de plazo;16 de Abril de 2018 a las 12:14;2 de Mayo de 2018
Tribunal Superior de Cuentas (TSC);SOL-TSC-91-2018;Entregada en plazo;16 de Abril de 2018 a las 15:00;2 de Mayo de 2018
Secretaria de Seguridad;SOL-SSSS-147-2018;No respondida;16 de Abril de 2018 a las 15:21;2 de Mayo de 2018
Instituto Nacional de Conservacion y Desarrollo Forestal, Áreas Protegidas y Vida Silvestre (ICF);SOL-ICF-32-2018;No respondida;16 de Abril de 2018 a las 15:49;2 de Mayo de 2018
Superintendencia de Alianza Publico Privado (SAPP);SOL-SAPP-16-2018;Entregada fuera de plazo;16 de Abril de 2018 a las 16:04;2 de Mayo de 2018
Secretaria de Estado en los Despachos de Gobernacion , Justicia, y Descentralizacion (SGJD);SOL-SDHJGD-359-2018;Entregada en plazo;16 de Abril de 2018 a las 16:21;2 de Mayo de 2018
Servicio de Administracion de Rentas (SAR);SOL-SAR-74-2018;Entregada en plazo;16 de Abril de 2018 a las 18:29;16 de Mayo de 2018
Secretaria de Salud;SOL-SDS-735-2018;Entregada en plazo;17 de Abril de 2018 a las 09:27;3 de Mayo de 2018
Empresa Nacional Portuaria (ENP);SOL-ENP-51-2018;No respondida;17 de Abril de 2018 a las 10:24;3 de Mayo de 2018
Servicio Nacional de Sanidad e Inocuidad Agroalimentaria (SENASA);SOL-SENASA-26-2018;Entregada en plazo;17 de Abril de 2018 a las 10:30;3 de Mayo de 2018
Poder Judicial(PJ);SOL-PJ-846-2018;Entregada en plazo;17 de Abril de 2018 a las 10:31;3 de Mayo de 2018
Secretaria de Salud;SOL-SDS-736-2018;Entregada en plazo;17 de Abril de 2018 a las 14:47;3 de Mayo de 2018
Secretaria de Estado en los Despachos de Gobernacion , Justicia, y Descentralizacion (SGJD);SOL-SDHJGD-360-2018;Entregada fuera de plazo;17 de Abril de 2018 a las 15:06;3 de Mayo de 2018
Empresa Nacional de Energia Electrica (ENEE);SOL-ENEE-103-2018;Entregada en plazo;17 de Abril de 2018 a las 15:19;3 de Mayo de 2018
Secretaria de Finanzas (SEFIN);SOL-SEFIN-602-2018;Entregada en plazo;17 de Abril de 2018 a las 15:57;3 de Mayo de 2018
Direccion de Ninez, adolescencia y Familia (DINAF);SOL-DINAF-35-2018;Entregada en plazo;17 de Abril de 2018 a las 19:37;15 de Mayo de 2018
Secretaria de Salud;SOL-SDS-737-2018;Entregada en plazo;18 de Abril de 2018 a las 08:34;4 de Mayo de 2018
Alcaldia Municipal del Distrito Central (AMDC);SOL-AMDC-211-2018;Entregada en plazo;18 de Abril de 2018 a las 09:59;15 de Mayo de 2018
Agencia de Regulacion Sanitaria (ARSA);SOL-ARSA-48-2018;Entregada en plazo;18 de Abril de 2018 a las 11:56;4 de Mayo de 2018
Instituto de Acceso a la Informacion Publica (IAIP);SOL-IAIP-269-2018;Entregada en plazo;18 de Abril de 2018 a las 12:01;4 de Mayo de 2018
Poder Judicial(PJ);SOL-PJ-847-2018;Entregada en plazo;18 de Abril de 2018 a las 12:45;18 de Mayo de 2018
Comision Nacional de Bancos y Seguros (CNBS);SOL-CNBS-177-2018;Entregada en plazo;18 de Abril de 2018 a las 13:09;4 de Mayo de 2018
Secretaria de Finanzas (SEFIN);SOL-SEFIN-603-2018;Entregada en plazo;18 de Abril de 2018 a las 13:47;4 de Mayo de 2018
Comision Nacional de Bancos y Seguros (CNBS);SOL-CNBS-178-2018;Entregada en plazo;18 de Abril de 2018 a las 13:48;4 de Mayo de 2018
Banco Central de Honduras (BCH);SOL-BCH-75-2018;Entregada fuera de plazo;18 de Abril de 2018 a las 13:49;4 de Mayo de 2018
Secretaria de Salud;SOL-SDS-738-2018;Entregada en plazo;18 de Abril de 2018 a las 14:26;4 de Mayo de 2018
Instituto Hondureno de Geologia y Minas (INHGEOMIN);SOL-INHGEOMIN-39-2018;No respondida;18 de Abril de 2018 a las 15:45;4 de Mayo de 2018
Alcaldia Municipal de San Pedro Sula, Cortes (ASPS);SOL-ASPS-92-2018;No respondida;18 de Abril de 2018 a las 17:08;4 de Mayo de 2018
Universidad Nacional Autonoma de Honduras (UNAH);SOL-UNAH-546-2018;No respondida;18 de Abril de 2018 a las 19:58;4 de Mayo de 2018
Instituto de Acceso a la Informacion Publica (IAIP);SOL-IAIP-270-2018;Entregada en plazo;19 de Abril de 2018 a las 08:39;7 de Mayo de 2018
Congreso Nacional;SOL-CN-199-2018;No respondida;19 de Abril de 2018 a las 10:35;7 de Mayo de 2018
Comision Nacional de Bancos y Seguros (CNBS);SOL-CNBS-179-2018;Entregada en plazo;19 de Abril de 2018 a las 10:36;7 de Mayo de 2018
Servicio Autonomo Nacional de Acueductos y Alcantarillados (SANAA);SOL-SANAA-82-2018;Entregada en plazo;19 de Abril de 2018 a las 13:28;7 de Mayo de 2018
Servicio de Administracion de Rentas (SAR);SOL-SAR-75-2018;Entregada en plazo;19 de Abril de 2018 a las 13:53;7 de Mayo de 2018
Alcaldia Municipal de Puerto Cortes;SOL-ALPCT-36-2018;Entregada en plazo;19 de Abril de 2018 a las 13:54;7 de Mayo de 2018
Alcaldia Municipal del Distrito Central (AMDC);SOL-AMDC-212-2018;Entregada en plazo;19 de Abril de 2018 a las 16:20;14 de Mayo de 2018
Alcaldia Municipal del Distrito Central (AMDC);SOL-AMDC-213-2018;Entregada en plazo;19 de Abril de 2018 a las 16:43;14 de Mayo de 2018
Secretaria de Salud;SOL-SDS-739-2018;Entregada en plazo;19 de Abril de 2018 a las 17:14;7 de Mayo de 2018
Empresa Nacional de Energia Electrica (ENEE);SOL-ENEE-104-2018;Entregada en plazo;19 de Abril de 2018 a las 17:20;7 de Mayo de 2018
Secretaria de Coordinacion General de Gobierno (SCGG);SOL-SCGG-32-2018;Entregada fuera de plazo;19 de Abril de 2018 a las 19:55;7 de Mayo de 2018
Secretaria de Salud;SOL-SDS-740-2018;Entregada en plazo;20 de Abril de 2018 a las 09:45;16 de Mayo de 2018
Secretaria de Salud;SOL-SDS-741-2018;Entregada en plazo;20 de Abril de 2018 a las 09:49;16 de Mayo de 2018
Agencia de Regulacion Sanitaria (ARSA);SOL-ARSA-49-2018;Entregada en plazo;20 de Abril de 2018 a las 10:00;8 de Mayo de 2018
Secretaria de Salud;SOL-SDS-742-2018;Entregada en plazo;20 de Abril de 2018 a las 10:12;16 de Mayo de 2018
Secretaria de Finanzas (SEFIN);SOL-SEFIN-604-2018;Entregada en plazo;20 de Abril de 2018 a las 10:12;8 de Mayo de 2018
Agencia de Regulacion Sanitaria (ARSA);SOL-ARSA-50-2018;Entregada fuera de plazo;20 de Abril de 2018 a las 10:48;22 de Mayo de 2018
Secretaria de Educacion;SOL-SDE-1551-2018;Entregada fuera de plazo;20 de Abril de 2018 a las 11:06;8 de Mayo de 2018
Alcaldia Municipal de San Pedro Sula, Cortes (ASPS);SOL-ASPS-93-2018;No respondida;20 de Abril de 2018 a las 14:24;8 de Mayo de 2018
Universidad Nacional Autonoma de Honduras (UNAH);SOL-UNAH-547-2018;No respondida;20 de Abril de 2018 a las 15:44;8 de Mayo de 2018
Universidad Nacional Autonoma de Honduras (UNAH);SOL-UNAH-548-2018;Entregada fuera de plazo;21 de Abril de 2018 a las 06:42;8 de Mayo de 2018
Banco Nacional de Desarrollo Agricola (BANADESA);SOL-BANADESA-36-2018;No respondida;21 de Abril de 2018 a las 08:24;8 de Mayo de 2018
Secretaria de Relaciones Exteriores (SRE);SOL-SRE-150-2018;Entregada en plazo;21 de Abril de 2018 a las 10:53;8 de Mayo de 2018
Banco Nacional de Desarrollo Agricola (BANADESA);SOL-BANADESA-37-2018;No respondida;22 de Abril de 2018 a las 11:22;8 de Mayo de 2018
Banco Central de Honduras (BCH);SOL-BCH-76-2018;Entregada fuera de plazo;22 de Abril de 2018 a las 21:29;8 de Mayo de 2018
Instituto Nacional Agrario (INA);SOL-INA-97-2018;No respondida;23 de Abril de 2018 a las 08:22;9 de Mayo de 2018
Alcaldia Municipal del Distrito Central (AMDC);SOL-AMDC-214-2018;Entregada en plazo;23 de Abril de 2018 a las 09:49;10 de Mayo de 2018
Alcaldia Municipal del Distrito Central (AMDC);SOL-AMDC-215-2018;Entregada en plazo;23 de Abril de 2018 a las 10:01;10 de Mayo de 2018
Alcaldia Municipal del Distrito Central (AMDC);SOL-AMDC-216-2018;Entregada en plazo;23 de Abril de 2018 a las 10:06;10 de Mayo de 2018
Alcaldia Municipal del Distrito Central (AMDC);SOL-AMDC-217-2018;Entregada en plazo;23 de Abril de 2018 a las 10:09;10 de Mayo de 2018
Universidad Nacional Autonoma de Honduras (UNAH);SOL-UNAH-549-2018;Entregada fuera de plazo;23 de Abril de 2018 a las 10:17;9 de Mayo de 2018
Poder Judicial(PJ);SOL-PJ-848-2018;Entregada en plazo;23 de Abril de 2018 a las 10:40;9 de Mayo de 2018
Poder Judicial(PJ);SOL-PJ-849-2018;Entregada en plazo;23 de Abril de 2018 a las 10:55;9 de Mayo de 2018
Secretaria de Educacion;SOL-SDE-1552-2018;Entregada fuera de plazo;23 de Abril de 2018 a las 10:58;9 de Mayo de 2018
Comisionado Nacional de los Derechos Humanos (CONADEH);SOL-CONADEH-40-2018;No respondida;23 de Abril de 2018 a las 11:56;9 de Mayo de 2018
Poder Judicial(PJ);SOL-PJ-850-2018;Entregada en plazo;23 de Abril de 2018 a las 14:05;9 de Mayo de 2018
Secretaria de Salud;SOL-SDS-743-2018;Entregada en plazo;23 de Abril de 2018 a las 14:22;9 de Mayo de 2018
Empresa Hondurena de Telecomunicaciones (HONDUTEL);SOL-HONDUTEL-56-2018;Entregada en plazo;23 de Abril de 2018 a las 14:22;9 de Mayo de 2018
Secretaria de Salud;SOL-SDS-744-2018;Entregada en plazo;23 de Abril de 2018 a las 14:48;9 de Mayo de 2018
Instituto de Acceso a la Informacion Publica (IAIP);SOL-IAIP-271-2018;Entregada en plazo;23 de Abril de 2018 a las 17:00;9 de Mayo de 2018
Comision Nacional Pro-Instalaciones Deportivas y Mejoramiento del Deporte;SOL-CONAPID-6-2018;Entregada en plazo;23 de Abril de 2018 a las 20:01;9 de Mayo de 2018
Universidad Pedagogica Nacional Francisco Morazan (UPNFM);SOL-UPNFM-140-2018;Entregada en plazo;23 de Abril de 2018 a las 20:21;9 de Mayo de 2018
Secretaria de Educacion;SOL-SDE-1553-2018;Entregada en plazo;24 de Abril de 2018 a las 07:49;10 de Mayo de 2018
Agencia de Regulacion Sanitaria (ARSA);SOL-ARSA-51-2018;Entregada en plazo;24 de Abril de 2018 a las 08:44;10 de Mayo de 2018
Alcaldia Municipal del Distrito Central (AMDC);SOL-AMDC-218-2018;Entregada en plazo;24 de Abril de 2018 a las 09:15;10 de Mayo de 2018
Alcaldia Municipal del Distrito Central (AMDC);SOL-AMDC-219-2018;Entregada en plazo;24 de Abril de 2018 a las 09:17;25 de Mayo de 2018
Alcaldia Municipal del Distrito Central (AMDC);SOL-AMDC-220-2018;Entregada en plazo;24 de Abril de 2018 a las 09:18;25 de Mayo de 2018
Alcaldia Municipal del Distrito Central (AMDC);SOL-AMDC-221-2018;Entregada en plazo;24 de Abril de 2018 a las 09:20;25 de Mayo de 2018
Secretaria de Salud;SOL-SDS-745-2018;Entregada en plazo;24 de Abril de 2018 a las 09:33;10 de Mayo de 2018
Secretaria de Finanzas (SEFIN);SOL-SEFIN-605-2018;Entregada en plazo;24 de Abril de 2018 a las 10:47;10 de Mayo de 2018
Secretaria de Estado en los Despachos de Gobernacion , Justicia, y Descentralizacion (SGJD);SOL-SDHJGD-361-2018;Entregada en plazo;24 de Abril de 2018 a las 10:54;10 de Mayo de 2018
Poder Judicial(PJ);SOL-PJ-851-2018;Entregada en plazo;24 de Abril de 2018 a las 11:16;10 de Mayo de 2018
Instituto de la Propiedad (IP);SOL-IP-99-2018;Entregada en plazo;24 de Abril de 2018 a las 11:28;24 de Mayo de 2018
Servicio Autonomo Nacional de Acueductos y Alcantarillados (SANAA);SOL-SANAA-83-2018;Entregada en plazo;24 de Abril de 2018 a las 13:38;24 de Mayo de 2018
